,index,response,rt,ppt_idx,match,condition_a,condition_b,object,accuracy,list,ppt_id
1645,5,2,1.199,6,Match,H,H,Salt,1,2,2_6
1646,6,2,0.469,7,Match,H,H,Salt,1,2,2_7
1647,7,2,0.92,8,Match,H,H,Salt,1,2,2_8
1648,8,2,0.693,9,Match,H,H,Salt,1,2,2_9
1649,9,2,0.799,10,Match,H,H,Salt,1,2,2_10
1650,10,2,0.384,11,Match,H,H,Salt,1,2,2_11
1651,11,2,0.615,12,Match,H,H,Salt,1,2,2_12
1652,12,2,0.566,13,Match,H,H,Salt,1,2,2_13
1653,13,2,1.663,14,Match,H,H,Salt,1,2,2_14
1654,14,2,1.211,15,Match,H,H,Salt,1,2,2_15
1655,15,2,0.408,16,Match,H,H,Salt,1,2,2_16
1656,16,2,1.809,17,Match,H,H,Salt,1,2,2_17
1657,17,2,0.551,18,Match,H,H,Salt,1,2,2_18
1658,18,2,0.755,19,Match,H,H,Salt,1,2,2_19
1659,19,2,0.858,20,Match,H,H,Salt,1,2,2_20
1660,20,2,0.933,21,Match,H,H,Salt,1,2,2_21
1661,21,2,1.166,22,Match,H,H,Salt,1,2,2_22
1662,22,2,1.682,23,Match,H,H,Salt,1,2,2_23
1663,23,2,1.011,24,Match,H,H,Salt,1,2,2_24
1664,24,2,1.029,25,Match,H,H,Salt,1,2,2_25
1665,25,2,1.866,26,Match,H,H,Salt,1,2,2_26
1666,26,2,0.946,27,Match,H,H,Salt,1,2,2_27
1667,27,2,0.705,28,Match,H,H,Salt,1,2,2_28
1668,28,2,0.863,29,Match,H,H,Salt,1,2,2_29
1669,29,2,1.178,30,Match,H,H,Salt,1,2,2_30
1670,30,2,0.71,31,Match,H,H,Salt,1,2,2_31
1671,31,2,0.577,32,Match,H,H,Salt,1,2,2_32
1672,32,2,0.792,33,Match,H,H,Salt,1,2,2_33
1673,33,2,1.155,34,Match,H,H,Salt,1,2,2_34
1674,34,2,1.549,35,Match,H,H,Salt,1,2,2_35
1675,35,2,1.391,36,Match,H,H,Salt,1,2,2_36
1676,36,2,0.709,37,Match,H,H,Salt,1,2,2_37
1677,37,2,1.202,38,Match,H,H,Salt,1,2,2_38
1678,38,2,2.087,39,Match,H,H,Salt,1,2,2_39
1679,39,2,0.627,40,Match,H,H,Salt,1,2,2_40
1680,40,2,1.344,41,Match,H,H,Salt,1,2,2_41
1681,0,2,0.809,1,Match,V,V,Scissors,1,2,2_1
1682,1,2,0.882,2,Match,V,V,Scissors,1,2,2_2
1683,2,2,1.012,3,Match,V,V,Scissors,1,2,2_3
1684,3,2,1.114,4,Match,V,V,Scissors,1,2,2_4
1685,4,2,0.864,5,Match,V,V,Scissors,1,2,2_5
1686,5,2,1.2,6,Match,V,V,Scissors,1,2,2_6
1687,6,2,0.539,7,Match,V,V,Scissors,1,2,2_7
1688,7,2,0.983,8,Match,V,V,Scissors,1,2,2_8
1689,8,2,0.568,9,Match,V,V,Scissors,1,2,2_9
1690,9,2,0.505,10,Match,V,V,Scissors,1,2,2_10
1691,10,2,0.341,11,Match,V,V,Scissors,1,2,2_11
1692,11,2,0.549,12,Match,V,V,Scissors,1,2,2_12
1693,12,2,1.223,13,Match,V,V,Scissors,1,2,2_13
1694,13,2,1.233,14,Match,V,V,Scissors,1,2,2_14
1695,14,2,1.376,15,Match,V,V,Scissors,1,2,2_15
1696,15,1,0.854,16,Match,V,V,Scissors,0,2,2_16
1697,16,2,1.074,17,Match,V,V,Scissors,1,2,2_17
1698,17,2,1.001,18,Match,V,V,Scissors,1,2,2_18
1699,18,2,3.307,19,Match,V,V,Scissors,1,2,2_19
1700,19,2,3.212,20,Match,V,V,Scissors,1,2,2_20
1701,20,2,1.759,21,Match,V,V,Scissors,1,2,2_21
1702,21,2,1.282,22,Match,V,V,Scissors,1,2,2_22
1703,22,2,1.302,23,Match,V,V,Scissors,1,2,2_23
1704,23,2,0.84,24,Match,V,V,Scissors,1,2,2_24
1705,24,2,0.558,25,Match,V,V,Scissors,1,2,2_25
1706,25,2,1.145,26,Match,V,V,Scissors,1,2,2_26
1707,26,2,0.541,27,Match,V,V,Scissors,1,2,2_27
1708,27,2,0.759,28,Match,V,V,Scissors,1,2,2_28
1709,28,2,1,29,Match,V,V,Scissors,1,2,2_29
1710,29,2,0.943,30,Match,V,V,Scissors,1,2,2_30
1711,30,2,0.599,31,Match,V,V,Scissors,1,2,2_31
1712,31,2,0.573,32,Match,V,V,Scissors,1,2,2_32
1713,32,2,0.67,33,Match,V,V,Scissors,1,2,2_33
1714,33,2,1.217,34,Match,V,V,Scissors,1,2,2_34
1715,34,2,0.539,35,Match,V,V,Scissors,1,2,2_35
1716,35,2,1.119,36,Match,V,V,Scissors,1,2,2_36
1717,36,2,0.648,37,Match,V,V,Scissors,1,2,2_37
1718,37,2,0.98,38,Match,V,V,Scissors,1,2,2_38
1719,38,2,1.777,39,Match,V,V,Scissors,1,2,2_39
1720,39,2,1.101,40,Match,V,V,Scissors,1,2,2_40
1721,40,2,1.192,41,Match,V,V,Scissors,1,2,2_41
1722,0,2,0.694,1,Match,H,H,Book,1,2,2_1
1723,1,2,0.764,2,Match,H,H,Book,1,2,2_2
1724,2,2,0.946,3,Match,H,H,Book,1,2,2_3
1725,3,2,1.557,4,Match,H,H,Book,1,2,2_4
1726,4,2,0.968,5,Match,H,H,Book,1,2,2_5
1727,5,2,0.647,6,Match,H,H,Book,1,2,2_6
1728,6,2,0.546,7,Match,H,H,Book,1,2,2_7
1729,7,2,0.702,8,Match,H,H,Book,1,2,2_8
1730,8,2,0.703,9,Match,H,H,Book,1,2,2_9
1731,9,2,0.796,10,Match,H,H,Book,1,2,2_10
1732,10,2,0.553,11,Match,H,H,Book,1,2,2_11
1733,11,2,0.909,12,Match,H,H,Book,1,2,2_12
1734,12,2,0.526,13,Match,H,H,Book,1,2,2_13
1735,13,2,1.679,14,Match,H,H,Book,1,2,2_14
1736,14,2,1.381,15,Match,H,H,Book,1,2,2_15
1737,15,2,0.468,16,Match,H,H,Book,1,2,2_16
1738,16,2,1.302,17,Match,H,H,Book,1,2,2_17
1739,17,2,0.797,18,Match,H,H,Book,1,2,2_18
1740,18,2,1.034,19,Match,H,H,Book,1,2,2_19
1741,19,2,1.05,20,Match,H,H,Book,1,2,2_20
1742,20,2,1.345,21,Match,H,H,Book,1,2,2_21
1743,21,2,1.223,22,Match,H,H,Book,1,2,2_22
1744,22,2,1.367,23,Match,H,H,Book,1,2,2_23
1745,23,2,0.719,24,Match,H,H,Book,1,2,2_24
1746,24,2,0.589,25,Match,H,H,Book,1,2,2_25
1747,25,2,0.942,26,Match,H,H,Book,1,2,2_26
1748,26,2,0.909,27,Match,H,H,Book,1,2,2_27
1749,27,2,0.626,28,Match,H,H,Book,1,2,2_28
1750,28,2,1.234,29,Match,H,H,Book,1,2,2_29
1751,29,2,0.809,30,Match,H,H,Book,1,2,2_30
1752,30,2,0.491,31,Match,H,H,Book,1,2,2_31
1753,31,2,0.623,32,Match,H,H,Book,1,2,2_32
1754,32,2,0.697,33,Match,H,H,Book,1,2,2_33
1755,33,2,1.014,34,Match,H,H,Book,1,2,2_34
1756,34,2,0.744,35,Match,H,H,Book,1,2,2_35
1757,35,2,0.947,36,Match,H,H,Book,1,2,2_36
1758,36,2,0.816,37,Match,H,H,Book,1,2,2_37
1759,37,2,0.683,38,Match,H,H,Book,1,2,2_38
1760,38,2,0.88,39,Match,H,H,Book,1,2,2_39
1761,39,2,0.634,40,Match,H,H,Book,1,2,2_40
1762,40,2,1.17,41,Match,H,H,Book,1,2,2_41
1763,0,2,1.957,1,Match,V,V,Bottle,1,2,2_1
1764,1,2,0.545,2,Match,V,V,Bottle,1,2,2_2
1765,2,2,3.442,3,Match,V,V,Bottle,1,2,2_3
1766,3,2,1.951,4,Match,V,V,Bottle,1,2,2_4
1767,4,2,1.373,5,Match,V,V,Bottle,1,2,2_5
1768,5,2,0.899,6,Match,V,V,Bottle,1,2,2_6
1769,6,2,1.009,7,Match,V,V,Bottle,1,2,2_7
1770,7,2,0.562,8,Match,V,V,Bottle,1,2,2_8
1771,8,2,0.516,9,Match,V,V,Bottle,1,2,2_9
1772,9,2,0.593,10,Match,V,V,Bottle,1,2,2_10
1773,10,2,1.417,11,Match,V,V,Bottle,1,2,2_11
1774,11,2,1.128,12,Match,V,V,Bottle,1,2,2_12
1775,12,2,0.742,13,Match,V,V,Bottle,1,2,2_13
1776,13,2,2.819,14,Match,V,V,Bottle,1,2,2_14
1777,14,2,0.756,15,Match,V,V,Bottle,1,2,2_15
1778,15,2,0.501,16,Match,V,V,Bottle,1,2,2_16
1779,16,2,1.974,17,Match,V,V,Bottle,1,2,2_17
1780,17,2,0.479,18,Match,V,V,Bottle,1,2,2_18
1781,18,2,2.681,19,Match,V,V,Bottle,1,2,2_19
1782,19,2,0.868,20,Match,V,V,Bottle,1,2,2_20
1783,20,2,3.516,21,Match,V,V,Bottle,1,2,2_21
1784,21,2,0.687,22,Match,V,V,Bottle,1,2,2_22
1785,22,2,1.545,23,Match,V,V,Bottle,1,2,2_23
1786,23,1,1.212,24,Match,V,V,Bottle,0,2,2_24
1787,24,2,1.367,25,Match,V,V,Bottle,1,2,2_25
1788,25,2,0.877,26,Match,V,V,Bottle,1,2,2_26
1789,26,2,0.918,27,Match,V,V,Bottle,1,2,2_27
1790,27,2,0.56,28,Match,V,V,Bottle,1,2,2_28
1791,28,2,1.163,29,Match,V,V,Bottle,1,2,2_29
1792,29,2,1.018,30,Match,V,V,Bottle,1,2,2_30
1793,30,2,0.649,31,Match,V,V,Bottle,1,2,2_31
1794,31,2,0.594,32,Match,V,V,Bottle,1,2,2_32
1795,32,2,1,33,Match,V,V,Bottle,1,2,2_33
1796,33,2,1.701,34,Match,V,V,Bottle,1,2,2_34
1797,34,2,0.935,35,Match,V,V,Bottle,1,2,2_35
1798,35,2,1.271,36,Match,V,V,Bottle,1,2,2_36
1799,36,1,1.499,37,Match,V,V,Bottle,0,2,2_37
1800,37,2,1.554,38,Match,V,V,Bottle,1,2,2_38
1801,38,2,2.356,39,Match,V,V,Bottle,1,2,2_39
1802,39,2,1.509,40,Match,V,V,Bottle,1,2,2_40
1803,40,2,1.002,41,Match,V,V,Bottle,1,2,2_41
1804,0,2,0.838,1,Match,H,H,Crayon,1,2,2_1
1805,1,2,0.741,2,Match,H,H,Crayon,1,2,2_2
1806,2,2,1.66,3,Match,H,H,Crayon,1,2,2_3
1807,3,1,1.672,4,Match,H,H,Crayon,0,2,2_4
1808,4,2,0.757,5,Match,H,H,Crayon,1,2,2_5
1809,5,2,1.198,6,Match,H,H,Crayon,1,2,2_6
1810,6,2,1.416,7,Match,H,H,Crayon,1,2,2_7
1811,7,2,1.154,8,Match,H,H,Crayon,1,2,2_8
1812,8,2,0.653,9,Match,H,H,Crayon,1,2,2_9
1813,9,2,0.78,10,Match,H,H,Crayon,1,2,2_10
1814,10,2,0.645,11,Match,H,H,Crayon,1,2,2_11
1815,11,2,1.042,12,Match,H,H,Crayon,1,2,2_12
1816,12,2,0.538,13,Match,H,H,Crayon,1,2,2_13
1817,13,2,1.519,14,Match,H,H,Crayon,1,2,2_14
1818,14,2,0.897,15,Match,H,H,Crayon,1,2,2_15
1819,15,2,0.645,16,Match,H,H,Crayon,1,2,2_16
1820,16,2,1.829,17,Match,H,H,Crayon,1,2,2_17
1821,17,2,1.212,18,Match,H,H,Crayon,1,2,2_18
1822,18,2,5.634,19,Match,H,H,Crayon,1,2,2_19
1823,19,2,1.371,20,Match,H,H,Crayon,1,2,2_20
1824,20,2,1.055,21,Match,H,H,Crayon,1,2,2_21
1825,21,2,1.798,22,Match,H,H,Crayon,1,2,2_22
1826,22,2,1.567,23,Match,H,H,Crayon,1,2,2_23
1827,23,2,0.906,24,Match,H,H,Crayon,1,2,2_24
1828,24,2,0.872,25,Match,H,H,Crayon,1,2,2_25
1829,25,2,1.123,26,Match,H,H,Crayon,1,2,2_26
1830,26,2,0.946,27,Match,H,H,Crayon,1,2,2_27
1831,27,2,0.752,28,Match,H,H,Crayon,1,2,2_28
1832,28,2,1.134,29,Match,H,H,Crayon,1,2,2_29
1833,29,2,0.912,30,Match,H,H,Crayon,1,2,2_30
1834,30,2,0.759,31,Match,H,H,Crayon,1,2,2_31
1835,31,2,0.725,32,Match,H,H,Crayon,1,2,2_32
1836,32,2,0.732,33,Match,H,H,Crayon,1,2,2_33
1837,33,2,0.811,34,Match,H,H,Crayon,1,2,2_34
1838,34,2,0.457,35,Match,H,H,Crayon,1,2,2_35
1839,35,2,0.977,36,Match,H,H,Crayon,1,2,2_36
1840,36,2,1.649,37,Match,H,H,Crayon,1,2,2_37
1841,37,2,0.965,38,Match,H,H,Crayon,1,2,2_38
1842,38,2,1.309,39,Match,H,H,Crayon,1,2,2_39
1843,39,2,0.746,40,Match,H,H,Crayon,1,2,2_40
1844,40,2,1.58,41,Match,H,H,Crayon,1,2,2_41
1845,0,2,0.573,1,Match,V,V,Flashlight,1,2,2_1
1846,1,2,0.618,2,Match,V,V,Flashlight,1,2,2_2
1847,2,2,0.861,3,Match,V,V,Flashlight,1,2,2_3
1848,3,2,1.413,4,Match,V,V,Flashlight,1,2,2_4
1849,4,2,1.049,5,Match,V,V,Flashlight,1,2,2_5
1850,5,2,1.081,6,Match,V,V,Flashlight,1,2,2_6
1851,6,2,0.789,7,Match,V,V,Flashlight,1,2,2_7
1852,7,2,0.905,8,Match,V,V,Flashlight,1,2,2_8
1853,8,2,0.698,9,Match,V,V,Flashlight,1,2,2_9
1854,9,2,0.526,10,Match,V,V,Flashlight,1,2,2_10
1855,10,2,0.852,11,Match,V,V,Flashlight,1,2,2_11
1856,11,2,1.333,12,Match,V,V,Flashlight,1,2,2_12
1857,12,2,0.703,13,Match,V,V,Flashlight,1,2,2_13
1858,13,2,1.837,14,Match,V,V,Flashlight,1,2,2_14
1859,14,2,0.644,15,Match,V,V,Flashlight,1,2,2_15
1860,15,1,1.185,16,Match,V,V,Flashlight,0,2,2_16
1861,16,2,1.385,17,Match,V,V,Flashlight,1,2,2_17
1862,17,2,0.722,18,Match,V,V,Flashlight,1,2,2_18
1863,18,2,1.029,19,Match,V,V,Flashlight,1,2,2_19
1864,19,2,0.476,20,Match,V,V,Flashlight,1,2,2_20
1865,20,2,1.434,21,Match,V,V,Flashlight,1,2,2_21
1866,21,2,1.273,22,Match,V,V,Flashlight,1,2,2_22
1867,22,2,1.278,23,Match,V,V,Flashlight,1,2,2_23
1868,23,2,1.06,24,Match,V,V,Flashlight,1,2,2_24
1869,24,2,1.455,25,Match,V,V,Flashlight,1,2,2_25
1870,25,2,1.174,26,Match,V,V,Flashlight,1,2,2_26
1871,26,2,0.842,27,Match,V,V,Flashlight,1,2,2_27
1872,27,2,0.918,28,Match,V,V,Flashlight,1,2,2_28
1873,28,2,1.085,29,Match,V,V,Flashlight,1,2,2_29
1874,29,2,0.691,30,Match,V,V,Flashlight,1,2,2_30
1875,30,2,0.558,31,Match,V,V,Flashlight,1,2,2_31
1876,31,2,0.823,32,Match,V,V,Flashlight,1,2,2_32
1877,32,2,1.244,33,Match,V,V,Flashlight,1,2,2_33
1878,33,2,0.717,34,Match,V,V,Flashlight,1,2,2_34
1879,34,2,1.073,35,Match,V,V,Flashlight,1,2,2_35
1880,35,2,0.876,36,Match,V,V,Flashlight,1,2,2_36
1881,36,2,0.748,37,Match,V,V,Flashlight,1,2,2_37
1882,37,2,1.09,38,Match,V,V,Flashlight,1,2,2_38
1883,38,2,4.993,39,Match,V,V,Flashlight,1,2,2_39
1884,39,2,0.648,40,Match,V,V,Flashlight,1,2,2_40
1885,40,2,1.801,41,Match,V,V,Flashlight,1,2,2_41
1886,0,2,0.693,1,Match,H,H,Pencil,1,2,2_1
1887,1,2,0.612,2,Match,H,H,Pencil,1,2,2_2
1888,2,2,3.239,3,Match,H,H,Pencil,1,2,2_3
1889,3,2,1.297,4,Match,H,H,Pencil,1,2,2_4
1890,4,2,0.942,5,Match,H,H,Pencil,1,2,2_5
1891,5,2,0.908,6,Match,H,H,Pencil,1,2,2_6
1892,6,2,1.118,7,Match,H,H,Pencil,1,2,2_7
1893,7,2,0.609,8,Match,H,H,Pencil,1,2,2_8
1894,8,2,0.65,9,Match,H,H,Pencil,1,2,2_9
1895,9,2,0.97,10,Match,H,H,Pencil,1,2,2_10
1896,10,2,0.914,11,Match,H,H,Pencil,1,2,2_11
1897,11,2,0.841,12,Match,H,H,Pencil,1,2,2_12
1898,12,2,0.524,13,Match,H,H,Pencil,1,2,2_13
1899,13,2,1.443,14,Match,H,H,Pencil,1,2,2_14
1900,14,2,1.131,15,Match,H,H,Pencil,1,2,2_15
1901,15,2,0.329,16,Match,H,H,Pencil,1,2,2_16
1902,16,2,1.016,17,Match,H,H,Pencil,1,2,2_17
1903,17,2,1.096,18,Match,H,H,Pencil,1,2,2_18
1904,18,2,0.76,19,Match,H,H,Pencil,1,2,2_19
1905,19,2,0.421,20,Match,H,H,Pencil,1,2,2_20
1906,20,2,1.016,21,Match,H,H,Pencil,1,2,2_21
1907,21,2,0.604,22,Match,H,H,Pencil,1,2,2_22
1908,22,2,0.935,23,Match,H,H,Pencil,1,2,2_23
1909,23,2,0.888,24,Match,H,H,Pencil,1,2,2_24
1910,24,2,1.016,25,Match,H,H,Pencil,1,2,2_25
1911,25,2,0.74,26,Match,H,H,Pencil,1,2,2_26
1912,26,2,0.671,27,Match,H,H,Pencil,1,2,2_27
1913,27,2,0.738,28,Match,H,H,Pencil,1,2,2_28
1914,28,2,1.049,29,Match,H,H,Pencil,1,2,2_29
1915,29,2,1.061,30,Match,H,H,Pencil,1,2,2_30
1916,30,2,0.641,31,Match,H,H,Pencil,1,2,2_31
1917,31,2,0.584,32,Match,H,H,Pencil,1,2,2_32
1918,32,2,0.852,33,Match,H,H,Pencil,1,2,2_33
1919,33,2,0.734,34,Match,H,H,Pencil,1,2,2_34
1920,34,2,1.55,35,Match,H,H,Pencil,1,2,2_35
1921,35,2,1.051,36,Match,H,H,Pencil,1,2,2_36
1922,36,2,0.489,37,Match,H,H,Pencil,1,2,2_37
1923,37,1,0.891,38,Match,H,H,Pencil,0,2,2_38
1924,38,2,1.132,39,Match,H,H,Pencil,1,2,2_39
1925,39,2,1.243,40,Match,H,H,Pencil,1,2,2_40
1926,40,2,1.032,41,Match,H,H,Pencil,1,2,2_41
1927,0,2,0.852,1,Match,V,V,Pen,1,2,2_1
1928,1,2,0.624,2,Match,V,V,Pen,1,2,2_2
1929,2,2,0.558,3,Match,V,V,Pen,1,2,2_3
1930,3,2,1.313,4,Match,V,V,Pen,1,2,2_4
1931,4,2,0.644,5,Match,V,V,Pen,1,2,2_5
1932,5,2,0.919,6,Match,V,V,Pen,1,2,2_6
1933,6,2,1.141,7,Match,V,V,Pen,1,2,2_7
1934,7,2,0.968,8,Match,V,V,Pen,1,2,2_8
1935,8,2,0.883,9,Match,V,V,Pen,1,2,2_9
1936,9,2,0.585,10,Match,V,V,Pen,1,2,2_10
1937,10,2,0.605,11,Match,V,V,Pen,1,2,2_11
1938,11,2,1.204,12,Match,V,V,Pen,1,2,2_12
1939,12,2,0.48,13,Match,V,V,Pen,1,2,2_13
1940,13,2,1.208,14,Match,V,V,Pen,1,2,2_14
1941,14,2,1.102,15,Match,V,V,Pen,1,2,2_15
1942,15,2,0.664,16,Match,V,V,Pen,1,2,2_16
1943,16,2,1.247,17,Match,V,V,Pen,1,2,2_17
1944,17,2,0.513,18,Match,V,V,Pen,1,2,2_18
1945,18,2,0.652,19,Match,V,V,Pen,1,2,2_19
1946,19,2,0.884,20,Match,V,V,Pen,1,2,2_20
1947,20,2,1.469,21,Match,V,V,Pen,1,2,2_21
1948,21,2,1.046,22,Match,V,V,Pen,1,2,2_22
1949,22,2,2.333,23,Match,V,V,Pen,1,2,2_23
1950,23,2,1.389,24,Match,V,V,Pen,1,2,2_24
1951,24,2,1.009,25,Match,V,V,Pen,1,2,2_25
1952,25,2,0.858,26,Match,V,V,Pen,1,2,2_26
1953,26,2,0.895,27,Match,V,V,Pen,1,2,2_27
1954,27,2,0.733,28,Match,V,V,Pen,1,2,2_28
1955,28,2,1.067,29,Match,V,V,Pen,1,2,2_29
1956,29,2,0.797,30,Match,V,V,Pen,1,2,2_30
1957,30,2,0.666,31,Match,V,V,Pen,1,2,2_31
1958,31,2,0.642,32,Match,V,V,Pen,1,2,2_32
1959,32,2,0.704,33,Match,V,V,Pen,1,2,2_33
1960,33,2,1.592,34,Match,V,V,Pen,1,2,2_34
1961,34,2,1.372,35,Match,V,V,Pen,1,2,2_35
1962,35,2,0.644,36,Match,V,V,Pen,1,2,2_36
1963,36,2,0.996,37,Match,V,V,Pen,1,2,2_37
1964,37,2,0.807,38,Match,V,V,Pen,1,2,2_38
1965,38,2,2.162,39,Match,V,V,Pen,1,2,2_39
1966,39,2,0.612,40,Match,V,V,Pen,1,2,2_40
1967,40,2,1.446,41,Match,V,V,Pen,1,2,2_41
1968,0,2,1.193,1,Mismatch,V,H,Axe,1,3,3_1
1969,1,2,0.494,2,Mismatch,V,H,Axe,1,3,3_2
1970,2,2,1.065,3,Mismatch,V,H,Axe,1,3,3_3
1971,3,2,0.633,4,Mismatch,V,H,Axe,1,3,3_4
1972,4,2,0.7,5,Mismatch,V,H,Axe,1,3,3_5
1973,5,2,1.262,6,Mismatch,V,H,Axe,1,3,3_6
1974,6,2,0.699,7,Mismatch,V,H,Axe,1,3,3_7
1975,7,2,2.688,8,Mismatch,V,H,Axe,1,3,3_8
1976,8,2,0.45,9,Mismatch,V,H,Axe,1,3,3_9
1977,9,2,2.121,10,Mismatch,V,H,Axe,1,3,3_10
1978,10,2,0.579,11,Mismatch,V,H,Axe,1,3,3_11
1979,11,2,0.494,12,Mismatch,V,H,Axe,1,3,3_12
1980,12,2,0.747,13,Mismatch,V,H,Axe,1,3,3_13
1981,13,2,1.396,14,Mismatch,V,H,Axe,1,3,3_14
1982,14,2,0.771,15,Mismatch,V,H,Axe,1,3,3_15
1983,15,2,0.52,16,Mismatch,V,H,Axe,1,3,3_16
1984,16,2,0.901,17,Mismatch,V,H,Axe,1,3,3_17
1985,17,2,0.837,18,Mismatch,V,H,Axe,1,3,3_18
1986,18,2,0.83,19,Mismatch,V,H,Axe,1,3,3_19
1987,19,2,0.574,20,Mismatch,V,H,Axe,1,3,3_20
1988,20,2,0.952,21,Mismatch,V,H,Axe,1,3,3_21
1989,21,2,0.529,22,Mismatch,V,H,Axe,1,3,3_22
1990,22,2,0.625,23,Mismatch,V,H,Axe,1,3,3_23
1991,23,2,0.467,24,Mismatch,V,H,Axe,1,3,3_24
1992,24,2,0.996,25,Mismatch,V,H,Axe,1,3,3_25
1993,25,2,1.407,26,Mismatch,V,H,Axe,1,3,3_26
1994,26,2,0.795,27,Mismatch,V,H,Axe,1,3,3_27
1995,27,2,0.552,28,Mismatch,V,H,Axe,1,3,3_28
1996,28,2,0.613,29,Mismatch,V,H,Axe,1,3,3_29
1997,29,2,1.256,30,Mismatch,V,H,Axe,1,3,3_30
1998,30,2,1.291,31,Mismatch,V,H,Axe,1,3,3_31
1999,31,2,0.733,32,Mismatch,V,H,Axe,1,3,3_32
2000,32,2,0.709,33,Mismatch,V,H,Axe,1,3,3_33
2001,33,2,1.672,34,Mismatch,V,H,Axe,1,3,3_34
2002,34,2,0.627,35,Mismatch,V,H,Axe,1,3,3_35
2003,35,2,2.295,36,Mismatch,V,H,Axe,1,3,3_36
2004,36,2,0.544,37,Mismatch,V,H,Axe,1,3,3_37
2005,37,2,0.723,38,Mismatch,V,H,Axe,1,3,3_38
2006,38,2,0.52,39,Mismatch,V,H,Axe,1,3,3_39
2007,39,2,1.141,40,Mismatch,V,H,Axe,1,3,3_40
2008,40,2,0.714,41,Mismatch,V,H,Axe,1,3,3_41
2009,0,2,1.07,1,Mismatch,H,V,Caterpillar,1,3,3_1
2010,1,2,0.721,2,Mismatch,H,V,Caterpillar,1,3,3_2
2011,2,2,1.392,3,Mismatch,H,V,Caterpillar,1,3,3_3
2012,3,2,0.865,4,Mismatch,H,V,Caterpillar,1,3,3_4
2013,4,2,1.002,5,Mismatch,H,V,Caterpillar,1,3,3_5
2014,5,2,1.641,6,Mismatch,H,V,Caterpillar,1,3,3_6
2015,6,2,0.727,7,Mismatch,H,V,Caterpillar,1,3,3_7
2016,7,2,0.688,8,Mismatch,H,V,Caterpillar,1,3,3_8
2017,8,2,0.537,9,Mismatch,H,V,Caterpillar,1,3,3_9
2018,9,2,1.519,10,Mismatch,H,V,Caterpillar,1,3,3_10
2019,10,2,1.251,11,Mismatch,H,V,Caterpillar,1,3,3_11
2020,11,2,4.089,12,Mismatch,H,V,Caterpillar,1,3,3_12
2021,12,2,1.558,13,Mismatch,H,V,Caterpillar,1,3,3_13
2022,13,2,1.064,14,Mismatch,H,V,Caterpillar,1,3,3_14
2023,14,2,0.64,15,Mismatch,H,V,Caterpillar,1,3,3_15
2024,15,2,0.667,16,Mismatch,H,V,Caterpillar,1,3,3_16
2025,16,2,1.727,17,Mismatch,H,V,Caterpillar,1,3,3_17
2026,17,2,0.959,18,Mismatch,H,V,Caterpillar,1,3,3_18
2027,18,2,0.698,19,Mismatch,H,V,Caterpillar,1,3,3_19
2028,19,2,0.739,20,Mismatch,H,V,Caterpillar,1,3,3_20
2029,20,2,1.582,21,Mismatch,H,V,Caterpillar,1,3,3_21
2030,21,2,1.354,22,Mismatch,H,V,Caterpillar,1,3,3_22
2031,22,2,0.799,23,Mismatch,H,V,Caterpillar,1,3,3_23
2032,23,2,0.936,24,Mismatch,H,V,Caterpillar,1,3,3_24
2033,24,2,1.09,25,Mismatch,H,V,Caterpillar,1,3,3_25
2034,25,2,1.653,26,Mismatch,H,V,Caterpillar,1,3,3_26
2035,26,2,0.99,27,Mismatch,H,V,Caterpillar,1,3,3_27
2036,27,2,1.25,28,Mismatch,H,V,Caterpillar,1,3,3_28
2037,28,2,1.582,29,Mismatch,H,V,Caterpillar,1,3,3_29
2038,29,2,1.306,30,Mismatch,H,V,Caterpillar,1,3,3_30
2039,30,2,0.84,31,Mismatch,H,V,Caterpillar,1,3,3_31
2040,31,2,0.483,32,Mismatch,H,V,Caterpillar,1,3,3_32
2041,32,2,1.113,33,Mismatch,H,V,Caterpillar,1,3,3_33
2042,33,2,1.142,34,Mismatch,H,V,Caterpillar,1,3,3_34
2043,34,2,0.709,35,Mismatch,H,V,Caterpillar,1,3,3_35
2044,35,2,1.028,36,Mismatch,H,V,Caterpillar,1,3,3_36
2045,36,2,0.54,37,Mismatch,H,V,Caterpillar,1,3,3_37
2046,37,2,0.883,38,Mismatch,H,V,Caterpillar,1,3,3_38
2047,38,2,0.526,39,Mismatch,H,V,Caterpillar,1,3,3_39
2048,39,2,1.203,40,Mismatch,H,V,Caterpillar,1,3,3_40
2049,40,2,1.296,41,Mismatch,H,V,Caterpillar,1,3,3_41
2050,0,2,0.529,1,Mismatch,V,H,Glass,1,3,3_1
2051,1,2,0.597,2,Mismatch,V,H,Glass,1,3,3_2
2052,2,2,1.581,3,Mismatch,V,H,Glass,1,3,3_3
2053,3,2,1.092,4,Mismatch,V,H,Glass,1,3,3_4
2054,4,2,0.908,5,Mismatch,V,H,Glass,1,3,3_5
2055,5,2,1.159,6,Mismatch,V,H,Glass,1,3,3_6
2056,6,2,1.165,7,Mismatch,V,H,Glass,1,3,3_7
2057,7,2,1.172,8,Mismatch,V,H,Glass,1,3,3_8
2058,8,2,0.45,9,Mismatch,V,H,Glass,1,3,3_9
2059,9,2,1.566,10,Mismatch,V,H,Glass,1,3,3_10
2060,10,2,0.954,11,Mismatch,V,H,Glass,1,3,3_11
2061,11,2,0.647,12,Mismatch,V,H,Glass,1,3,3_12
