,index,response,rt,ppt_idx,match,condition_a,condition_b,object,accuracy,list,ppt_id
435,25,2,0.891,26,Match,H,H,Nail,1,1,1_26
436,26,2,0.957,27,Match,H,H,Nail,1,1,1_27
437,27,2,0.492,28,Match,H,H,Nail,1,1,1_28
438,28,2,0.919,29,Match,H,H,Nail,1,1,1_29
439,29,2,0.86,30,Match,H,H,Nail,1,1,1_30
440,30,2,0.535,31,Match,H,H,Nail,1,1,1_31
441,31,2,0.889,32,Match,H,H,Nail,1,1,1_32
442,32,2,0.702,33,Match,H,H,Nail,1,1,1_33
443,33,2,1.138,34,Match,H,H,Nail,1,1,1_34
444,34,1,1.031,35,Match,H,H,Nail,0,1,1_35
445,35,2,0.991,36,Match,H,H,Nail,1,1,1_36
446,36,2,0.466,37,Match,H,H,Nail,1,1,1_37
447,37,2,14.844,38,Match,H,H,Nail,1,1,1_38
448,38,2,0.62,39,Match,H,H,Nail,1,1,1_39
449,39,2,0.507,40,Match,H,H,Nail,1,1,1_40
450,40,2,0.695,41,Match,H,H,Nail,1,1,1_41
451,0,2,0.404,1,Match,V,V,Tire,1,1,1_1
452,1,2,0.53,2,Match,V,V,Tire,1,1,1_2
453,2,2,1.045,3,Match,V,V,Tire,1,1,1_3
454,3,2,1.042,4,Match,V,V,Tire,1,1,1_4
455,4,2,0.682,5,Match,V,V,Tire,1,1,1_5
456,5,2,0.86,6,Match,V,V,Tire,1,1,1_6
457,6,2,2.025,7,Match,V,V,Tire,1,1,1_7
458,7,2,0.877,8,Match,V,V,Tire,1,1,1_8
459,8,2,1.006,9,Match,V,V,Tire,1,1,1_9
460,9,2,0.767,10,Match,V,V,Tire,1,1,1_10
461,10,2,2.714,11,Match,V,V,Tire,1,1,1_11
462,11,2,0.761,12,Match,V,V,Tire,1,1,1_12
463,12,2,0.768,13,Match,V,V,Tire,1,1,1_13
464,13,2,0.817,14,Match,V,V,Tire,1,1,1_14
465,14,2,0.818,15,Match,V,V,Tire,1,1,1_15
466,15,2,0.822,16,Match,V,V,Tire,1,1,1_16
467,16,2,1.034,17,Match,V,V,Tire,1,1,1_17
468,17,2,0.805,18,Match,V,V,Tire,1,1,1_18
469,18,2,1.531,19,Match,V,V,Tire,1,1,1_19
470,19,2,1.113,20,Match,V,V,Tire,1,1,1_20
471,20,2,1.711,21,Match,V,V,Tire,1,1,1_21
472,21,2,0.821,22,Match,V,V,Tire,1,1,1_22
473,22,2,0.488,23,Match,V,V,Tire,1,1,1_23
474,23,2,1.028,24,Match,V,V,Tire,1,1,1_24
475,24,2,0.602,25,Match,V,V,Tire,1,1,1_25
476,25,2,0.906,26,Match,V,V,Tire,1,1,1_26
477,26,2,1.58,27,Match,V,V,Tire,1,1,1_27
478,27,2,0.563,28,Match,V,V,Tire,1,1,1_28
479,28,2,0.774,29,Match,V,V,Tire,1,1,1_29
480,29,2,0.68,30,Match,V,V,Tire,1,1,1_30
481,30,2,0.867,31,Match,V,V,Tire,1,1,1_31
482,31,2,1.049,32,Match,V,V,Tire,1,1,1_32
483,32,2,0.374,33,Match,V,V,Tire,1,1,1_33
484,33,2,1.241,34,Match,V,V,Tire,1,1,1_34
485,34,2,1.592,35,Match,V,V,Tire,1,1,1_35
486,35,2,1.137,36,Match,V,V,Tire,1,1,1_36
487,36,2,0.689,37,Match,V,V,Tire,1,1,1_37
488,37,2,2.016,38,Match,V,V,Tire,1,1,1_38
489,38,2,0.456,39,Match,V,V,Tire,1,1,1_39
490,39,2,0.81,40,Match,V,V,Tire,1,1,1_40
491,40,2,1.203,41,Match,V,V,Tire,1,1,1_41
492,0,2,0.428,1,Mismatch,V,H,Broom,1,1,1_1
493,1,2,0.826,2,Mismatch,V,H,Broom,1,1,1_2
494,2,2,1.767,3,Mismatch,V,H,Broom,1,1,1_3
495,3,2,0.983,4,Mismatch,V,H,Broom,1,1,1_4
496,4,2,0.481,5,Mismatch,V,H,Broom,1,1,1_5
497,5,2,0.934,6,Mismatch,V,H,Broom,1,1,1_6
498,6,2,1.6,7,Mismatch,V,H,Broom,1,1,1_7
499,7,2,0.896,8,Mismatch,V,H,Broom,1,1,1_8
500,8,2,0.997,9,Mismatch,V,H,Broom,1,1,1_9
501,9,2,0.719,10,Mismatch,V,H,Broom,1,1,1_10
502,10,2,1.434,11,Mismatch,V,H,Broom,1,1,1_11
503,11,2,0.909,12,Mismatch,V,H,Broom,1,1,1_12
504,12,2,0.553,13,Mismatch,V,H,Broom,1,1,1_13
505,13,2,0.653,14,Mismatch,V,H,Broom,1,1,1_14
506,14,2,0.642,15,Mismatch,V,H,Broom,1,1,1_15
507,15,2,0.903,16,Mismatch,V,H,Broom,1,1,1_16
508,16,2,0.647,17,Mismatch,V,H,Broom,1,1,1_17
509,17,2,0.62,18,Mismatch,V,H,Broom,1,1,1_18
510,18,2,6.477,19,Mismatch,V,H,Broom,1,1,1_19
511,19,2,0.793,20,Mismatch,V,H,Broom,1,1,1_20
512,20,2,1.362,21,Mismatch,V,H,Broom,1,1,1_21
513,21,2,0.728,22,Mismatch,V,H,Broom,1,1,1_22
514,22,2,0.834,23,Mismatch,V,H,Broom,1,1,1_23
515,23,2,1.301,24,Mismatch,V,H,Broom,1,1,1_24
516,24,2,0.454,25,Mismatch,V,H,Broom,1,1,1_25
517,25,2,0.5,26,Mismatch,V,H,Broom,1,1,1_26
518,26,2,1.4,27,Mismatch,V,H,Broom,1,1,1_27
519,27,2,0.703,28,Mismatch,V,H,Broom,1,1,1_28
520,28,2,1.202,29,Mismatch,V,H,Broom,1,1,1_29
521,29,2,0.65,30,Mismatch,V,H,Broom,1,1,1_30
522,30,2,0.625,31,Mismatch,V,H,Broom,1,1,1_31
523,31,2,1.038,32,Mismatch,V,H,Broom,1,1,1_32
524,32,2,0.486,33,Mismatch,V,H,Broom,1,1,1_33
525,33,2,1.387,34,Mismatch,V,H,Broom,1,1,1_34
526,34,2,1.317,35,Mismatch,V,H,Broom,1,1,1_35
527,35,2,0.531,36,Mismatch,V,H,Broom,1,1,1_36
528,36,2,0.616,37,Mismatch,V,H,Broom,1,1,1_37
529,37,2,2.422,38,Mismatch,V,H,Broom,1,1,1_38
530,38,2,0.479,39,Mismatch,V,H,Broom,1,1,1_39
531,39,2,0.696,40,Mismatch,V,H,Broom,1,1,1_40
532,40,2,0.554,41,Mismatch,V,H,Broom,1,1,1_41
533,0,2,0.562,1,Mismatch,H,V,Brush,1,1,1_1
534,1,2,0.885,2,Mismatch,H,V,Brush,1,1,1_2
535,2,2,0.738,3,Mismatch,H,V,Brush,1,1,1_3
536,3,2,1.843,4,Mismatch,H,V,Brush,1,1,1_4
537,4,2,0.54,5,Mismatch,H,V,Brush,1,1,1_5
538,5,2,0.85,6,Mismatch,H,V,Brush,1,1,1_6
539,6,2,2.017,7,Mismatch,H,V,Brush,1,1,1_7
540,7,2,1.102,8,Mismatch,H,V,Brush,1,1,1_8
541,8,2,0.586,9,Mismatch,H,V,Brush,1,1,1_9
542,9,2,0.845,10,Mismatch,H,V,Brush,1,1,1_10
543,10,2,2.056,11,Mismatch,H,V,Brush,1,1,1_11
544,11,2,2.032,12,Mismatch,H,V,Brush,1,1,1_12
545,12,2,0.779,13,Mismatch,H,V,Brush,1,1,1_13
546,13,2,0.68,14,Mismatch,H,V,Brush,1,1,1_14
547,14,2,0.65,15,Mismatch,H,V,Brush,1,1,1_15
548,15,2,1.08,16,Mismatch,H,V,Brush,1,1,1_16
549,16,2,1.159,17,Mismatch,H,V,Brush,1,1,1_17
550,17,2,0.61,18,Mismatch,H,V,Brush,1,1,1_18
551,18,2,4.876,19,Mismatch,H,V,Brush,1,1,1_19
552,19,1,0.702,20,Mismatch,H,V,Brush,0,1,1_20
553,20,2,2.473,21,Mismatch,H,V,Brush,1,1,1_21
554,21,2,0.574,22,Mismatch,H,V,Brush,1,1,1_22
555,22,2,0.651,23,Mismatch,H,V,Brush,1,1,1_23
556,23,2,1.014,24,Mismatch,H,V,Brush,1,1,1_24
557,24,2,0.461,25,Mismatch,H,V,Brush,1,1,1_25
558,25,2,0.547,26,Mismatch,H,V,Brush,1,1,1_26
559,26,2,1.344,27,Mismatch,H,V,Brush,1,1,1_27
560,27,2,0.987,28,Mismatch,H,V,Brush,1,1,1_28
561,28,2,0.687,29,Mismatch,H,V,Brush,1,1,1_29
562,29,2,0.63,30,Mismatch,H,V,Brush,1,1,1_30
563,30,2,1.495,31,Mismatch,H,V,Brush,1,1,1_31
564,31,2,1.179,32,Mismatch,H,V,Brush,1,1,1_32
565,32,2,0.504,33,Mismatch,H,V,Brush,1,1,1_33
566,33,2,1.168,34,Mismatch,H,V,Brush,1,1,1_34
567,34,2,1.171,35,Mismatch,H,V,Brush,1,1,1_35
568,35,2,0.605,36,Mismatch,H,V,Brush,1,1,1_36
569,36,2,0.947,37,Mismatch,H,V,Brush,1,1,1_37
570,37,2,2.344,38,Mismatch,H,V,Brush,1,1,1_38
571,38,2,0.439,39,Mismatch,H,V,Brush,1,1,1_39
572,39,2,0.753,40,Mismatch,H,V,Brush,1,1,1_40
573,40,1,1.282,41,Mismatch,H,V,Brush,0,1,1_41
574,0,2,1.523,1,Mismatch,V,H,Guitar,1,1,1_1
575,1,2,1.047,2,Mismatch,V,H,Guitar,1,1,1_2
576,2,2,0.973,3,Mismatch,V,H,Guitar,1,1,1_3
577,3,2,0.682,4,Mismatch,V,H,Guitar,1,1,1_4
578,4,2,0.631,5,Mismatch,V,H,Guitar,1,1,1_5
579,5,2,0.535,6,Mismatch,V,H,Guitar,1,1,1_6
580,6,2,0.829,7,Mismatch,V,H,Guitar,1,1,1_7
581,7,2,0.818,8,Mismatch,V,H,Guitar,1,1,1_8
582,8,2,0.987,9,Mismatch,V,H,Guitar,1,1,1_9
583,9,2,0.895,10,Mismatch,V,H,Guitar,1,1,1_10
584,10,2,1.764,11,Mismatch,V,H,Guitar,1,1,1_11
585,11,2,0.852,12,Mismatch,V,H,Guitar,1,1,1_12
586,12,2,0.703,13,Mismatch,V,H,Guitar,1,1,1_13
587,13,2,0.78,14,Mismatch,V,H,Guitar,1,1,1_14
588,14,2,0.539,15,Mismatch,V,H,Guitar,1,1,1_15
589,15,2,0.926,16,Mismatch,V,H,Guitar,1,1,1_16
590,16,2,0.705,17,Mismatch,V,H,Guitar,1,1,1_17
591,17,2,0.75,18,Mismatch,V,H,Guitar,1,1,1_18
592,18,2,2.225,19,Mismatch,V,H,Guitar,1,1,1_19
593,19,2,0.791,20,Mismatch,V,H,Guitar,1,1,1_20
594,20,2,1.508,21,Mismatch,V,H,Guitar,1,1,1_21
595,21,2,0.881,22,Mismatch,V,H,Guitar,1,1,1_22
596,22,2,0.584,23,Mismatch,V,H,Guitar,1,1,1_23
597,23,2,0.584,24,Mismatch,V,H,Guitar,1,1,1_24
598,24,2,1.063,25,Mismatch,V,H,Guitar,1,1,1_25
599,25,2,0.609,26,Mismatch,V,H,Guitar,1,1,1_26
600,26,2,1.583,27,Mismatch,V,H,Guitar,1,1,1_27
601,27,2,0.842,28,Mismatch,V,H,Guitar,1,1,1_28
602,28,2,0.906,29,Mismatch,V,H,Guitar,1,1,1_29
603,29,2,0.72,30,Mismatch,V,H,Guitar,1,1,1_30
604,30,2,0.786,31,Mismatch,V,H,Guitar,1,1,1_31
605,31,2,1.59,32,Mismatch,V,H,Guitar,1,1,1_32
606,32,2,1.179,33,Mismatch,V,H,Guitar,1,1,1_33
607,33,2,1.211,34,Mismatch,V,H,Guitar,1,1,1_34
608,34,2,1.075,35,Mismatch,V,H,Guitar,1,1,1_35
609,35,2,0.721,36,Mismatch,V,H,Guitar,1,1,1_36
610,36,2,0.495,37,Mismatch,V,H,Guitar,1,1,1_37
611,37,2,3.063,38,Mismatch,V,H,Guitar,1,1,1_38
612,38,2,0.533,39,Mismatch,V,H,Guitar,1,1,1_39
613,39,2,0.644,40,Mismatch,V,H,Guitar,1,1,1_40
614,40,2,0.736,41,Mismatch,V,H,Guitar,1,1,1_41
615,0,2,0.702,1,Mismatch,H,V,Iron,1,1,1_1
616,1,2,1.101,2,Mismatch,H,V,Iron,1,1,1_2
617,2,2,1.199,3,Mismatch,H,V,Iron,1,1,1_3
618,3,2,0.765,4,Mismatch,H,V,Iron,1,1,1_4
619,4,2,0.488,5,Mismatch,H,V,Iron,1,1,1_5
620,5,2,0.679,6,Mismatch,H,V,Iron,1,1,1_6
621,6,2,0.849,7,Mismatch,H,V,Iron,1,1,1_7
622,7,2,0.913,8,Mismatch,H,V,Iron,1,1,1_8
623,8,2,1.118,9,Mismatch,H,V,Iron,1,1,1_9
624,9,2,0.847,10,Mismatch,H,V,Iron,1,1,1_10
625,10,2,1.329,11,Mismatch,H,V,Iron,1,1,1_11
626,11,2,0.486,12,Mismatch,H,V,Iron,1,1,1_12
627,12,2,0.778,13,Mismatch,H,V,Iron,1,1,1_13
628,13,2,0.615,14,Mismatch,H,V,Iron,1,1,1_14
629,14,2,1.026,15,Mismatch,H,V,Iron,1,1,1_15
630,15,2,0.817,16,Mismatch,H,V,Iron,1,1,1_16
631,16,2,0.863,17,Mismatch,H,V,Iron,1,1,1_17
632,17,2,0.85,18,Mismatch,H,V,Iron,1,1,1_18
633,18,2,3.896,19,Mismatch,H,V,Iron,1,1,1_19
634,19,2,0.54,20,Mismatch,H,V,Iron,1,1,1_20
635,20,2,3.807,21,Mismatch,H,V,Iron,1,1,1_21
636,21,2,0.596,22,Mismatch,H,V,Iron,1,1,1_22
637,22,2,0.655,23,Mismatch,H,V,Iron,1,1,1_23
638,23,2,0.711,24,Mismatch,H,V,Iron,1,1,1_24
639,24,2,1.004,25,Mismatch,H,V,Iron,1,1,1_25
640,25,2,0.516,26,Mismatch,H,V,Iron,1,1,1_26
641,26,2,0.969,27,Mismatch,H,V,Iron,1,1,1_27
642,27,2,0.747,28,Mismatch,H,V,Iron,1,1,1_28
643,28,2,3.58,29,Mismatch,H,V,Iron,1,1,1_29
644,29,2,0.75,30,Mismatch,H,V,Iron,1,1,1_30
645,30,2,0.712,31,Mismatch,H,V,Iron,1,1,1_31
646,31,2,0.884,32,Mismatch,H,V,Iron,1,1,1_32
647,32,2,0.674,33,Mismatch,H,V,Iron,1,1,1_33
648,33,2,1.41,34,Mismatch,H,V,Iron,1,1,1_34
649,34,2,1.605,35,Mismatch,H,V,Iron,1,1,1_35
650,35,2,2.421,36,Mismatch,H,V,Iron,1,1,1_36
651,36,2,0.653,37,Mismatch,H,V,Iron,1,1,1_37
652,37,2,1.828,38,Mismatch,H,V,Iron,1,1,1_38
653,38,2,0.572,39,Mismatch,H,V,Iron,1,1,1_39
654,39,2,1.395,40,Mismatch,H,V,Iron,1,1,1_40
655,40,2,0.567,41,Mismatch,H,V,Iron,1,1,1_41
656,0,2,0.686,1,Mismatch,V,H,Salt,1,1,1_1
657,1,2,0.473,2,Mismatch,V,H,Salt,1,1,1_2
658,2,2,1.037,3,Mismatch,V,H,Salt,1,1,1_3
659,3,2,1.202,4,Mismatch,V,H,Salt,1,1,1_4
660,4,2,0.572,5,Mismatch,V,H,Salt,1,1,1_5
661,5,2,0.835,6,Mismatch,V,H,Salt,1,1,1_6
662,6,2,1.986,7,Mismatch,V,H,Salt,1,1,1_7
663,7,2,1.009,8,Mismatch,V,H,Salt,1,1,1_8
664,8,2,1.155,9,Mismatch,V,H,Salt,1,1,1_9
665,9,2,1.003,10,Mismatch,V,H,Salt,1,1,1_10
666,10,2,1.213,11,Mismatch,V,H,Salt,1,1,1_11
667,11,2,0.539,12,Mismatch,V,H,Salt,1,1,1_12
668,12,2,0.798,13,Mismatch,V,H,Salt,1,1,1_13
669,13,2,0.729,14,Mismatch,V,H,Salt,1,1,1_14
670,14,2,0.626,15,Mismatch,V,H,Salt,1,1,1_15
671,15,2,0.974,16,Mismatch,V,H,Salt,1,1,1_16
672,16,2,0.708,17,Mismatch,V,H,Salt,1,1,1_17
673,17,2,0.944,18,Mismatch,V,H,Salt,1,1,1_18
674,18,1,1.179,19,Mismatch,V,H,Salt,0,1,1_19
675,19,2,0.744,20,Mismatch,V,H,Salt,1,1,1_20
676,20,2,0.862,21,Mismatch,V,H,Salt,1,1,1_21
677,21,2,0.663,22,Mismatch,V,H,Salt,1,1,1_22
678,22,2,0.744,23,Mismatch,V,H,Salt,1,1,1_23
679,23,2,1.806,24,Mismatch,V,H,Salt,1,1,1_24
680,24,2,0.434,25,Mismatch,V,H,Salt,1,1,1_25
681,25,2,0.672,26,Mismatch,V,H,Salt,1,1,1_26
682,26,2,1.559,27,Mismatch,V,H,Salt,1,1,1_27
683,27,2,0.557,28,Mismatch,V,H,Salt,1,1,1_28
684,28,2,0.605,29,Mismatch,V,H,Salt,1,1,1_29
685,29,2,0.97,30,Mismatch,V,H,Salt,1,1,1_30
686,30,2,0.797,31,Mismatch,V,H,Salt,1,1,1_31
687,31,2,0.617,32,Mismatch,V,H,Salt,1,1,1_32
688,32,2,0.361,33,Mismatch,V,H,Salt,1,1,1_33
689,33,2,2.299,34,Mismatch,V,H,Salt,1,1,1_34
690,34,2,1.02,35,Mismatch,V,H,Salt,1,1,1_35
691,35,2,0.516,36,Mismatch,V,H,Salt,1,1,1_36
692,36,2,0.608,37,Mismatch,V,H,Salt,1,1,1_37
693,37,2,2.75,38,Mismatch,V,H,Salt,1,1,1_38
694,38,2,0.474,39,Mismatch,V,H,Salt,1,1,1_39
695,39,2,0.793,40,Mismatch,V,H,Salt,1,1,1_40
696,40,2,0.662,41,Mismatch,V,H,Salt,1,1,1_41
697,0,2,0.653,1,Mismatch,H,V,Scissors,1,1,1_1
698,1,2,1.017,2,Mismatch,H,V,Scissors,1,1,1_2
699,2,2,0.686,3,Mismatch,H,V,Scissors,1,1,1_3
700,3,2,1.54,4,Mismatch,H,V,Scissors,1,1,1_4
701,4,2,0.477,5,Mismatch,H,V,Scissors,1,1,1_5
702,5,2,0.611,6,Mismatch,H,V,Scissors,1,1,1_6
703,6,2,1.28,7,Mismatch,H,V,Scissors,1,1,1_7
704,7,2,0.896,8,Mismatch,H,V,Scissors,1,1,1_8
705,8,2,1.014,9,Mismatch,H,V,Scissors,1,1,1_9
706,9,2,2.212,10,Mismatch,H,V,Scissors,1,1,1_10
707,10,2,1.217,11,Mismatch,H,V,Scissors,1,1,1_11
708,11,2,0.845,12,Mismatch,H,V,Scissors,1,1,1_12
709,12,2,0.839,13,Mismatch,H,V,Scissors,1,1,1_13
710,13,2,1.034,14,Mismatch,H,V,Scissors,1,1,1_14
711,14,2,0.464,15,Mismatch,H,V,Scissors,1,1,1_15
712,15,2,0.887,16,Mismatch,H,V,Scissors,1,1,1_16
713,16,2,0.674,17,Mismatch,H,V,Scissors,1,1,1_17
714,17,2,0.878,18,Mismatch,H,V,Scissors,1,1,1_18
715,18,2,3.756,19,Mismatch,H,V,Scissors,1,1,1_19
716,19,2,1.016,20,Mismatch,H,V,Scissors,1,1,1_20
717,20,2,1.734,21,Mismatch,H,V,Scissors,1,1,1_21
718,21,2,1.406,22,Mismatch,H,V,Scissors,1,1,1_22
719,22,2,0.441,23,Mismatch,H,V,Scissors,1,1,1_23
720,23,2,0.739,24,Mismatch,H,V,Scissors,1,1,1_24
721,24,2,0.549,25,Mismatch,H,V,Scissors,1,1,1_25
722,25,2,0.469,26,Mismatch,H,V,Scissors,1,1,1_26
723,26,2,2.001,27,Mismatch,H,V,Scissors,1,1,1_27
724,27,2,0.675,28,Mismatch,H,V,Scissors,1,1,1_28
725,28,2,0.882,29,Mismatch,H,V,Scissors,1,1,1_29
726,29,2,0.48,30,Mismatch,H,V,Scissors,1,1,1_30
727,30,2,1.003,31,Mismatch,H,V,Scissors,1,1,1_31
728,31,2,1.767,32,Mismatch,H,V,Scissors,1,1,1_32
729,32,2,0.636,33,Mismatch,H,V,Scissors,1,1,1_33
730,33,2,1.241,34,Mismatch,H,V,Scissors,1,1,1_34
731,34,2,4.345,35,Mismatch,H,V,Scissors,1,1,1_35
732,35,2,1.504,36,Mismatch,H,V,Scissors,1,1,1_36
733,36,1,1.119,37,Mismatch,H,V,Scissors,0,1,1_37
734,37,2,2.172,38,Mismatch,H,V,Scissors,1,1,1_38
735,38,2,0.663,39,Mismatch,H,V,Scissors,1,1,1_39
736,39,2,0.576,40,Mismatch,H,V,Scissors,1,1,1_40
737,40,2,0.484,41,Mismatch,H,V,Scissors,1,1,1_41
738,0,2,0.395,1,Mismatch,V,H,Book,1,1,1_1
739,1,2,0.532,2,Mismatch,V,H,Book,1,1,1_2
740,2,2,0.692,3,Mismatch,V,H,Book,1,1,1_3
741,3,2,0.992,4,Mismatch,V,H,Book,1,1,1_4
742,4,2,0.58,5,Mismatch,V,H,Book,1,1,1_5
743,5,2,0.598,6,Mismatch,V,H,Book,1,1,1_6
744,6,2,1.225,7,Mismatch,V,H,Book,1,1,1_7
745,7,2,1.435,8,Mismatch,V,H,Book,1,1,1_8
746,8,2,0.735,9,Mismatch,V,H,Book,1,1,1_9
747,9,2,0.957,10,Mismatch,V,H,Book,1,1,1_10
748,10,2,0.508,11,Mismatch,V,H,Book,1,1,1_11
749,11,2,1.099,12,Mismatch,V,H,Book,1,1,1_12
750,12,2,0.716,13,Mismatch,V,H,Book,1,1,1_13
751,13,2,1.151,14,Mismatch,V,H,Book,1,1,1_14
752,14,2,0.436,15,Mismatch,V,H,Book,1,1,1_15
753,15,2,0.839,16,Mismatch,V,H,Book,1,1,1_16
754,16,2,0.971,17,Mismatch,V,H,Book,1,1,1_17
755,17,2,0.843,18,Mismatch,V,H,Book,1,1,1_18
756,18,2,1.913,19,Mismatch,V,H,Book,1,1,1_19
757,19,2,0.986,20,Mismatch,V,H,Book,1,1,1_20
758,20,2,1.225,21,Mismatch,V,H,Book,1,1,1_21
759,21,2,0.855,22,Mismatch,V,H,Book,1,1,1_22
760,22,2,0.7,23,Mismatch,V,H,Book,1,1,1_23
761,23,2,0.792,24,Mismatch,V,H,Book,1,1,1_24
762,24,1,0.623,25,Mismatch,V,H,Book,0,1,1_25
763,25,2,0.515,26,Mismatch,V,H,Book,1,1,1_26
764,26,2,1.404,27,Mismatch,V,H,Book,1,1,1_27
765,27,2,0.848,28,Mismatch,V,H,Book,1,1,1_28
766,28,2,0.745,29,Mismatch,V,H,Book,1,1,1_29
767,29,2,0.74,30,Mismatch,V,H,Book,1,1,1_30
768,30,2,0.973,31,Mismatch,V,H,Book,1,1,1_31
769,31,2,0.52,32,Mismatch,V,H,Book,1,1,1_32
770,32,2,0.9,33,Mismatch,V,H,Book,1,1,1_33
771,33,2,1.036,34,Mismatch,V,H,Book,1,1,1_34
772,34,2,1.069,35,Mismatch,V,H,Book,1,1,1_35
773,35,2,1.405,36,Mismatch,V,H,Book,1,1,1_36
774,36,2,0.466,37,Mismatch,V,H,Book,1,1,1_37
775,37,2,2.406,38,Mismatch,V,H,Book,1,1,1_38
776,38,2,0.523,39,Mismatch,V,H,Book,1,1,1_39
777,39,2,0.788,40,Mismatch,V,H,Book,1,1,1_40
778,40,2,0.829,41,Mismatch,V,H,Book,1,1,1_41
779,0,2,0.358,1,Mismatch,H,V,Bottle,1,1,1_1
780,1,2,0.512,2,Mismatch,H,V,Bottle,1,1,1_2
781,2,2,0.879,3,Mismatch,H,V,Bottle,1,1,1_3
782,3,2,0.61,4,Mismatch,H,V,Bottle,1,1,1_4
783,4,2,0.7,5,Mismatch,H,V,Bottle,1,1,1_5
784,5,2,0.55,6,Mismatch,H,V,Bottle,1,1,1_6
785,6,2,1.134,7,Mismatch,H,V,Bottle,1,1,1_7
786,7,2,0.923,8,Mismatch,H,V,Bottle,1,1,1_8
787,8,2,0.966,9,Mismatch,H,V,Bottle,1,1,1_9
788,9,2,0.767,10,Mismatch,H,V,Bottle,1,1,1_10
789,10,2,0.538,11,Mismatch,H,V,Bottle,1,1,1_11
790,11,2,2.306,12,Mismatch,H,V,Bottle,1,1,1_12
791,12,2,0.915,13,Mismatch,H,V,Bottle,1,1,1_13
792,13,2,1.011,14,Mismatch,H,V,Bottle,1,1,1_14
793,14,2,0.591,15,Mismatch,H,V,Bottle,1,1,1_15
794,15,2,0.868,16,Mismatch,H,V,Bottle,1,1,1_16
795,16,2,2.08,17,Mismatch,H,V,Bottle,1,1,1_17
796,17,2,1.062,18,Mismatch,H,V,Bottle,1,1,1_18
797,18,2,3.229,19,Mismatch,H,V,Bottle,1,1,1_19
798,19,2,0.676,20,Mismatch,H,V,Bottle,1,1,1_20
799,20,2,1.227,21,Mismatch,H,V,Bottle,1,1,1_21
800,21,2,0.516,22,Mismatch,H,V,Bottle,1,1,1_22
801,22,2,0.817,23,Mismatch,H,V,Bottle,1,1,1_23
802,23,2,1.478,24,Mismatch,H,V,Bottle,1,1,1_24
803,24,2,0.392,25,Mismatch,H,V,Bottle,1,1,1_25
804,25,2,0.75,26,Mismatch,H,V,Bottle,1,1,1_26
805,26,2,0.72,27,Mismatch,H,V,Bottle,1,1,1_27
806,27,2,0.543,28,Mismatch,H,V,Bottle,1,1,1_28
807,28,1,2.191,29,Mismatch,H,V,Bottle,0,1,1_29
808,29,2,0.66,30,Mismatch,H,V,Bottle,1,1,1_30
809,30,2,1.054,31,Mismatch,H,V,Bottle,1,1,1_31
810,31,2,1.543,32,Mismatch,H,V,Bottle,1,1,1_32
811,32,2,0.968,33,Mismatch,H,V,Bottle,1,1,1_33
812,33,2,1.275,34,Mismatch,H,V,Bottle,1,1,1_34
813,34,2,1.061,35,Mismatch,H,V,Bottle,1,1,1_35
814,35,2,1.084,36,Mismatch,H,V,Bottle,1,1,1_36
815,36,2,0.521,37,Mismatch,H,V,Bottle,1,1,1_37
816,37,2,1.984,38,Mismatch,H,V,Bottle,1,1,1_38
817,38,2,0.521,39,Mismatch,H,V,Bottle,1,1,1_39
818,39,2,0.601,40,Mismatch,H,V,Bottle,1,1,1_40
819,40,2,0.951,41,Mismatch,H,V,Bottle,1,1,1_41
820,0,2,0.513,1,Mismatch,V,H,Crayon,1,1,1_1
821,1,2,0.801,2,Mismatch,V,H,Crayon,1,1,1_2
822,2,2,0.724,3,Mismatch,V,H,Crayon,1,1,1_3
823,3,2,1.239,4,Mismatch,V,H,Crayon,1,1,1_4
824,4,2,0.651,5,Mismatch,V,H,Crayon,1,1,1_5
825,5,2,0.704,6,Mismatch,V,H,Crayon,1,1,1_6
826,6,2,1.176,7,Mismatch,V,H,Crayon,1,1,1_7
827,7,2,0.935,8,Mismatch,V,H,Crayon,1,1,1_8
828,8,2,1.077,9,Mismatch,V,H,Crayon,1,1,1_9
829,9,2,0.77,10,Mismatch,V,H,Crayon,1,1,1_10
830,10,2,1.843,11,Mismatch,V,H,Crayon,1,1,1_11
831,11,2,1.002,12,Mismatch,V,H,Crayon,1,1,1_12
832,12,2,0.885,13,Mismatch,V,H,Crayon,1,1,1_13
833,13,2,1.042,14,Mismatch,V,H,Crayon,1,1,1_14
834,14,2,0.711,15,Mismatch,V,H,Crayon,1,1,1_15
835,15,2,1.002,16,Mismatch,V,H,Crayon,1,1,1_16
836,16,2,0.725,17,Mismatch,V,H,Crayon,1,1,1_17
837,17,2,1.002,18,Mismatch,V,H,Crayon,1,1,1_18
838,18,2,1.759,19,Mismatch,V,H,Crayon,1,1,1_19
839,19,2,0.463,20,Mismatch,V,H,Crayon,1,1,1_20
840,20,2,0.92,21,Mismatch,V,H,Crayon,1,1,1_21
841,21,2,0.653,22,Mismatch,V,H,Crayon,1,1,1_22
842,22,2,0.704,23,Mismatch,V,H,Crayon,1,1,1_23
843,23,1,0.912,24,Mismatch,V,H,Crayon,0,1,1_24
844,24,2,0.427,25,Mismatch,V,H,Crayon,1,1,1_25
845,25,2,0.625,26,Mismatch,V,H,Crayon,1,1,1_26
846,26,2,0.794,27,Mismatch,V,H,Crayon,1,1,1_27
