,index,response,rt,ppt_idx,match,condition_a,object,accuracy,list,ppt_id
3275,19,2,0.65,20,Mismatch,closed,book,1,4,4_20
3276,20,2,0.902,21,Mismatch,closed,book,1,4,4_21
3277,21,2,1.569,22,Mismatch,closed,book,1,4,4_22
3278,22,2,1.027,23,Mismatch,closed,book,1,4,4_23
3279,23,2,0.847,24,Mismatch,closed,book,1,4,4_24
3280,24,2,1.751,25,Mismatch,closed,book,1,4,4_25
3281,25,2,0.037,26,Mismatch,closed,book,1,4,4_26
3282,26,2,1.777,27,Mismatch,closed,book,1,4,4_27
3283,27,2,1.266,28,Mismatch,closed,book,1,4,4_28
3284,28,2,0.933,29,Mismatch,closed,book,1,4,4_29
3285,29,2,4.892,30,Mismatch,closed,book,1,4,4_30
3286,30,2,0.872,31,Mismatch,closed,book,1,4,4_31
3287,31,2,1.078,32,Mismatch,closed,book,1,4,4_32
3288,32,2,1.274,33,Mismatch,closed,book,1,4,4_33
3289,33,2,0.754,34,Mismatch,closed,book,1,4,4_34
3290,34,2,0.661,35,Mismatch,closed,book,1,4,4_35
3291,35,2,0.897,36,Mismatch,closed,book,1,4,4_36
3292,36,1, ,37,Mismatch,closed,book,0,4,4_37
3293,37,2,0.611,38,Mismatch,closed,book,1,4,4_38
3294,38,2,0.873,39,Mismatch,closed,book,1,4,4_39
3295,39,2,0.771,40,Mismatch,closed,book,1,4,4_40
3296,40,2,0.86,41,Mismatch,closed,book,1,4,4_41
3297,41,2,0.672,42,Mismatch,closed,book,1,4,4_42
3298,42,2,0.689,43,Mismatch,closed,book,1,4,4_43
3299,43,2,0.691,44,Mismatch,closed,book,1,4,4_44
3300,0,2,0.551,1,Mismatch,ground,airplane,1,4,4_1
3301,1,2,0.7,2,Mismatch,ground,airplane,1,4,4_2
3302,2,2,0.884,3,Mismatch,ground,airplane,1,4,4_3
3303,3,2,0.71,4,Mismatch,ground,airplane,1,4,4_4
3304,4,2,1.612,5,Mismatch,ground,airplane,1,4,4_5
3305,5,2,0.804,6,Mismatch,ground,airplane,1,4,4_6
3306,6,2,1.237,7,Mismatch,ground,airplane,1,4,4_7
3307,7,2,2.775,8,Mismatch,ground,airplane,1,4,4_8
3308,8,2,1.432,9,Mismatch,ground,airplane,1,4,4_9
3309,9,2,1.302,10,Mismatch,ground,airplane,1,4,4_10
3310,10,2,0.657,11,Mismatch,ground,airplane,1,4,4_11
3311,11,2,1.075,12,Mismatch,ground,airplane,1,4,4_12
3312,12,2,0.879,13,Mismatch,ground,airplane,1,4,4_13
3313,13,2,0.503,14,Mismatch,ground,airplane,1,4,4_14
3314,14,2,0.79,15,Mismatch,ground,airplane,1,4,4_15
3315,15,2,1.393,16,Mismatch,ground,airplane,1,4,4_16
3316,16,2,0.96,17,Mismatch,ground,airplane,1,4,4_17
3317,17,2,0.811,18,Mismatch,ground,airplane,1,4,4_18
3318,18,2,0.724,19,Mismatch,ground,airplane,1,4,4_19
3319,19,2,0.781,20,Mismatch,ground,airplane,1,4,4_20
3320,20,2,1.775,21,Mismatch,ground,airplane,1,4,4_21
3321,21,2,1.48,22,Mismatch,ground,airplane,1,4,4_22
3322,22,2,1.096,23,Mismatch,ground,airplane,1,4,4_23
3323,23,2,0.768,24,Mismatch,ground,airplane,1,4,4_24
3324,24,2,1.286,25,Mismatch,ground,airplane,1,4,4_25
3325,25,2,2.593,26,Mismatch,ground,airplane,1,4,4_26
3326,26,2,1.04,27,Mismatch,ground,airplane,1,4,4_27
3327,27,2,0.658,28,Mismatch,ground,airplane,1,4,4_28
3328,28,2,1.559,29,Mismatch,ground,airplane,1,4,4_29
3329,29,2,1.114,30,Mismatch,ground,airplane,1,4,4_30
3330,30,2,0.848,31,Mismatch,ground,airplane,1,4,4_31
3331,31,2,1.023,32,Mismatch,ground,airplane,1,4,4_32
3332,32,2,1.277,33,Mismatch,ground,airplane,1,4,4_33
3333,33,2,1.743,34,Mismatch,ground,airplane,1,4,4_34
3334,34,2,1.051,35,Mismatch,ground,airplane,1,4,4_35
3335,35,2,1.429,36,Mismatch,ground,airplane,1,4,4_36
3336,36,2,1.026,37,Mismatch,ground,airplane,1,4,4_37
3337,37,2,0.768,38,Mismatch,ground,airplane,1,4,4_38
3338,38,2,1.343,39,Mismatch,ground,airplane,1,4,4_39
3339,39,2,0.811,40,Mismatch,ground,airplane,1,4,4_40
3340,40,2,0.451,41,Mismatch,ground,airplane,1,4,4_41
3341,41,2,0.707,42,Mismatch,ground,airplane,1,4,4_42
3342,42,2,0.611,43,Mismatch,ground,airplane,1,4,4_43
3343,43,2,0.584,44,Mismatch,ground,airplane,1,4,4_44
3344,0,2,0.773,1,Mismatch,whole,apple,1,4,4_1
3345,1,2,0.625,2,Mismatch,whole,apple,1,4,4_2
3346,2,2,1.06,3,Mismatch,whole,apple,1,4,4_3
3347,3,2,1.023,4,Mismatch,whole,apple,1,4,4_4
3348,4,2,1.244,5,Mismatch,whole,apple,1,4,4_5
3349,5,2,0.931,6,Mismatch,whole,apple,1,4,4_6
3350,6,2,0.755,7,Mismatch,whole,apple,1,4,4_7
3351,7,2,0.574,8,Mismatch,whole,apple,1,4,4_8
3352,8,2,0.796,9,Mismatch,whole,apple,1,4,4_9
3353,9,2,0.665,10,Mismatch,whole,apple,1,4,4_10
3354,10,2,0.559,11,Mismatch,whole,apple,1,4,4_11
3355,11,1, ,12,Mismatch,whole,apple,0,4,4_12
3356,12,2,1.939,13,Mismatch,whole,apple,1,4,4_13
3357,13,2,0.983,14,Mismatch,whole,apple,1,4,4_14
3358,14,2,0.452,15,Mismatch,whole,apple,1,4,4_15
3359,15,2,1.221,16,Mismatch,whole,apple,1,4,4_16
3360,16,2,0.868,17,Mismatch,whole,apple,1,4,4_17
3361,17,2,0.938,18,Mismatch,whole,apple,1,4,4_18
3362,18,2,0.994,19,Mismatch,whole,apple,1,4,4_19
3363,19,2,1.428,20,Mismatch,whole,apple,1,4,4_20
3364,20,2,0.683,21,Mismatch,whole,apple,1,4,4_21
3365,21,2,0.939,22,Mismatch,whole,apple,1,4,4_22
3366,22,2,1.342,23,Mismatch,whole,apple,1,4,4_23
3367,23,2,0.889,24,Mismatch,whole,apple,1,4,4_24
3368,24,2,0.968,25,Mismatch,whole,apple,1,4,4_25
3369,25,2,0.267,26,Mismatch,whole,apple,1,4,4_26
3370,26,2,0.737,27,Mismatch,whole,apple,1,4,4_27
3371,27,2,0.943,28,Mismatch,whole,apple,1,4,4_28
3372,28,2,1.633,29,Mismatch,whole,apple,1,4,4_29
3373,29,2,1.232,30,Mismatch,whole,apple,1,4,4_30
3374,30,2,0.801,31,Mismatch,whole,apple,1,4,4_31
3375,31,2,0.761,32,Mismatch,whole,apple,1,4,4_32
3376,32,2,2.248,33,Mismatch,whole,apple,1,4,4_33
3377,33,2,0.462,34,Mismatch,whole,apple,1,4,4_34
3378,34,2,1.641,35,Mismatch,whole,apple,1,4,4_35
3379,35,2,1.502,36,Mismatch,whole,apple,1,4,4_36
3380,36,2,1.083,37,Mismatch,whole,apple,1,4,4_37
3381,37,2,0.747,38,Mismatch,whole,apple,1,4,4_38
3382,38,2,0.821,39,Mismatch,whole,apple,1,4,4_39
3383,39,2,0.795,40,Mismatch,whole,apple,1,4,4_40
3384,40,1, ,41,Mismatch,whole,apple,0,4,4_41
3385,41,2,0.603,42,Mismatch,whole,apple,1,4,4_42
3386,42,2,0.753,43,Mismatch,whole,apple,1,4,4_43
3387,43,2,0.579,44,Mismatch,whole,apple,1,4,4_44
3388,0,2,0.946,1,Mismatch,loaf,bread,1,4,4_1
3389,1,2,1.026,2,Mismatch,loaf,bread,1,4,4_2
3390,2,2,1.012,3,Mismatch,loaf,bread,1,4,4_3
3391,3,2,1.126,4,Mismatch,loaf,bread,1,4,4_4
3392,4,2,1.566,5,Mismatch,loaf,bread,1,4,4_5
3393,5,2,1.525,6,Mismatch,loaf,bread,1,4,4_6
3394,6,2,0.56,7,Mismatch,loaf,bread,1,4,4_7
3395,7,2,0.648,8,Mismatch,loaf,bread,1,4,4_8
3396,8,2,0.928,9,Mismatch,loaf,bread,1,4,4_9
3397,9,2,0.948,10,Mismatch,loaf,bread,1,4,4_10
3398,10,2,1.433,11,Mismatch,loaf,bread,1,4,4_11
3399,11,2,1.7,12,Mismatch,loaf,bread,1,4,4_12
3400,12,2,0.488,13,Mismatch,loaf,bread,1,4,4_13
3401,13,2,1.167,14,Mismatch,loaf,bread,1,4,4_14
3402,14,2,1.184,15,Mismatch,loaf,bread,1,4,4_15
3403,15,2,1.352,16,Mismatch,loaf,bread,1,4,4_16
3404,16,2,1.253,17,Mismatch,loaf,bread,1,4,4_17
3405,17,2,1.082,18,Mismatch,loaf,bread,1,4,4_18
3406,18,2,0.892,19,Mismatch,loaf,bread,1,4,4_19
3407,19,2,0.987,20,Mismatch,loaf,bread,1,4,4_20
3408,20,2,0.828,21,Mismatch,loaf,bread,1,4,4_21
3409,21,2,1.165,22,Mismatch,loaf,bread,1,4,4_22
3410,22,2,1.636,23,Mismatch,loaf,bread,1,4,4_23
3411,23,2,0.529,24,Mismatch,loaf,bread,1,4,4_24
3412,24,2,2.098,25,Mismatch,loaf,bread,1,4,4_25
3413,25,2,8.13,26,Mismatch,loaf,bread,1,4,4_26
3414,26,2,1.871,27,Mismatch,loaf,bread,1,4,4_27
3415,27,2,2.335,28,Mismatch,loaf,bread,1,4,4_28
3416,28,2,0.897,29,Mismatch,loaf,bread,1,4,4_29
3417,29,2,1.965,30,Mismatch,loaf,bread,1,4,4_30
3418,30,2,0.812,31,Mismatch,loaf,bread,1,4,4_31
3419,31,2,0.847,32,Mismatch,loaf,bread,1,4,4_32
3420,32,2,1.359,33,Mismatch,loaf,bread,1,4,4_33
3421,33,2,1.433,34,Mismatch,loaf,bread,1,4,4_34
3422,34,2,0.82,35,Mismatch,loaf,bread,1,4,4_35
3423,35,2,2.254,36,Mismatch,loaf,bread,1,4,4_36
3424,36,2,1.029,37,Mismatch,loaf,bread,1,4,4_37
3425,37,2,2.233,38,Mismatch,loaf,bread,1,4,4_38
3426,38,2,1.234,39,Mismatch,loaf,bread,1,4,4_39
3427,39,2,0.932,40,Mismatch,loaf,bread,1,4,4_40
3428,40,2,3.831,41,Mismatch,loaf,bread,1,4,4_41
3429,41,2,0.649,42,Mismatch,loaf,bread,1,4,4_42
3430,42,2,0.555,43,Mismatch,loaf,bread,1,4,4_43
3431,43,2,1.265,44,Mismatch,loaf,bread,1,4,4_44
3432,0,2,0.714,1,Mismatch,chunk,cheese,1,4,4_1
3433,1,2,0.691,2,Mismatch,chunk,cheese,1,4,4_2
3434,2,2,1.398,3,Mismatch,chunk,cheese,1,4,4_3
3435,3,2,1.327,4,Mismatch,chunk,cheese,1,4,4_4
3436,4,2,1.982,5,Mismatch,chunk,cheese,1,4,4_5
3437,5,2,2.022,6,Mismatch,chunk,cheese,1,4,4_6
3438,6,2,0.617,7,Mismatch,chunk,cheese,1,4,4_7
3439,7,2,6.05,8,Mismatch,chunk,cheese,1,4,4_8
3440,8,2,1.107,9,Mismatch,chunk,cheese,1,4,4_9
3441,9,2,0.762,10,Mismatch,chunk,cheese,1,4,4_10
3442,10,2,0.661,11,Mismatch,chunk,cheese,1,4,4_11
3443,11,2,0.805,12,Mismatch,chunk,cheese,1,4,4_12
3444,12,2,0.577,13,Mismatch,chunk,cheese,1,4,4_13
3445,13,2,0.632,14,Mismatch,chunk,cheese,1,4,4_14
3446,14,2,0.667,15,Mismatch,chunk,cheese,1,4,4_15
3447,15,2,3.895,16,Mismatch,chunk,cheese,1,4,4_16
3448,16,2,0.798,17,Mismatch,chunk,cheese,1,4,4_17
3449,17,2,1.602,18,Mismatch,chunk,cheese,1,4,4_18
3450,18,2,0.828,19,Mismatch,chunk,cheese,1,4,4_19
3451,19,2,0.599,20,Mismatch,chunk,cheese,1,4,4_20
3452,20,2,1.154,21,Mismatch,chunk,cheese,1,4,4_21
3453,21,2,0.993,22,Mismatch,chunk,cheese,1,4,4_22
3454,22,2,0.863,23,Mismatch,chunk,cheese,1,4,4_23
3455,23,2,0.613,24,Mismatch,chunk,cheese,1,4,4_24
3456,24,2,1.402,25,Mismatch,chunk,cheese,1,4,4_25
3457,25,2,0.224,26,Mismatch,chunk,cheese,1,4,4_26
3458,26,2,1.858,27,Mismatch,chunk,cheese,1,4,4_27
3459,27,2,0.865,28,Mismatch,chunk,cheese,1,4,4_28
3460,28,2,1.411,29,Mismatch,chunk,cheese,1,4,4_29
3461,29,2,1.512,30,Mismatch,chunk,cheese,1,4,4_30
3462,30,2,0.81,31,Mismatch,chunk,cheese,1,4,4_31
3463,31,2,1.147,32,Mismatch,chunk,cheese,1,4,4_32
3464,32,2,2.189,33,Mismatch,chunk,cheese,1,4,4_33
3465,33,2,0.821,34,Mismatch,chunk,cheese,1,4,4_34
3466,34,2,0.718,35,Mismatch,chunk,cheese,1,4,4_35
3467,35,2,0.841,36,Mismatch,chunk,cheese,1,4,4_36
3468,36,2,0.611,37,Mismatch,chunk,cheese,1,4,4_37
3469,37,2,0.621,38,Mismatch,chunk,cheese,1,4,4_38
3470,38,2,0.832,39,Mismatch,chunk,cheese,1,4,4_39
3471,39,2,0.894,40,Mismatch,chunk,cheese,1,4,4_40
3472,40,2,0.482,41,Mismatch,chunk,cheese,1,4,4_41
3473,41,2,0.715,42,Mismatch,chunk,cheese,1,4,4_42
3474,42,2,1.198,43,Mismatch,chunk,cheese,1,4,4_43
3475,43,2,0.838,44,Mismatch,chunk,cheese,1,4,4_44
3476,0,2,0.968,1,Mismatch,plate,chicken,1,4,4_1
3477,1,1, ,2,Mismatch,plate,chicken,0,4,4_2
3478,2,2,1.072,3,Mismatch,plate,chicken,1,4,4_3
3479,3,2,1.32,4,Mismatch,plate,chicken,1,4,4_4
3480,4,1, ,5,Mismatch,plate,chicken,0,4,4_5
3481,5,2,1.057,6,Mismatch,plate,chicken,1,4,4_6
3482,6,2,3.321,7,Mismatch,plate,chicken,1,4,4_7
3483,7,1, ,8,Mismatch,plate,chicken,0,4,4_8
3484,8,2,2.078,9,Mismatch,plate,chicken,1,4,4_9
3485,9,2,1.752,10,Mismatch,plate,chicken,1,4,4_10
3486,10,2,0.887,11,Mismatch,plate,chicken,1,4,4_11
3487,11,2,1.607,12,Mismatch,plate,chicken,1,4,4_12
3488,12,2,0.74,13,Mismatch,plate,chicken,1,4,4_13
3489,13,2,3.556,14,Mismatch,plate,chicken,1,4,4_14
3490,14,2,0.892,15,Mismatch,plate,chicken,1,4,4_15
3491,15,2,2.519,16,Mismatch,plate,chicken,1,4,4_16
3492,16,1, ,17,Mismatch,plate,chicken,0,4,4_17
3493,17,2,1.825,18,Mismatch,plate,chicken,1,4,4_18
3494,18,2,1.258,19,Mismatch,plate,chicken,1,4,4_19
3495,19,2,1.179,20,Mismatch,plate,chicken,1,4,4_20
3496,20,2,1.355,21,Mismatch,plate,chicken,1,4,4_21
3497,21,2,0.762,22,Mismatch,plate,chicken,1,4,4_22
3498,22,2,1.114,23,Mismatch,plate,chicken,1,4,4_23
3499,23,2,2.186,24,Mismatch,plate,chicken,1,4,4_24
3500,24,2,1.742,25,Mismatch,plate,chicken,1,4,4_25
3501,25,2,1.732,26,Mismatch,plate,chicken,1,4,4_26
3502,26,2,1.365,27,Mismatch,plate,chicken,1,4,4_27
3503,27,2,0.811,28,Mismatch,plate,chicken,1,4,4_28
3504,28,1, ,29,Mismatch,plate,chicken,0,4,4_29
3505,29,2,2.472,30,Mismatch,plate,chicken,1,4,4_30
3506,30,2,1.244,31,Mismatch,plate,chicken,1,4,4_31
3507,31,2,3.756,32,Mismatch,plate,chicken,1,4,4_32
3508,32,1, ,33,Mismatch,plate,chicken,0,4,4_33
3509,33,1, ,34,Mismatch,plate,chicken,0,4,4_34
3510,34,2,1.302,35,Mismatch,plate,chicken,1,4,4_35
3511,35,2,1.032,36,Mismatch,plate,chicken,1,4,4_36
3512,36,2,1.48,37,Mismatch,plate,chicken,1,4,4_37
3513,37,1, ,38,Mismatch,plate,chicken,0,4,4_38
3514,38,2,1.708,39,Mismatch,plate,chicken,1,4,4_39
3515,39,1, ,40,Mismatch,plate,chicken,0,4,4_40
3516,40,2,0.954,41,Mismatch,plate,chicken,1,4,4_41
3517,41,2,4.785,42,Mismatch,plate,chicken,1,4,4_42
3518,42,2,1.129,43,Mismatch,plate,chicken,1,4,4_43
3519,43,2,1.007,44,Mismatch,plate,chicken,1,4,4_44
3520,0,2,0.616,1,Mismatch,full,cig,1,4,4_1
3521,1,2,1.047,2,Mismatch,full,cig,1,4,4_2
3522,2,2,1.164,3,Mismatch,full,cig,1,4,4_3
3523,3,2,1.1,4,Mismatch,full,cig,1,4,4_4
3524,4,2,1.033,5,Mismatch,full,cig,1,4,4_5
3525,5,2,0.973,6,Mismatch,full,cig,1,4,4_6
3526,6,2,0.755,7,Mismatch,full,cig,1,4,4_7
3527,7,2,1.95,8,Mismatch,full,cig,1,4,4_8
3528,8,2,0.915,9,Mismatch,full,cig,1,4,4_9
3529,9,2,1.053,10,Mismatch,full,cig,1,4,4_10
3530,10,2,0.751,11,Mismatch,full,cig,1,4,4_11
3531,11,2,1.282,12,Mismatch,full,cig,1,4,4_12
3532,12,2,0.641,13,Mismatch,full,cig,1,4,4_13
3533,13,2,1.345,14,Mismatch,full,cig,1,4,4_14
3534,14,2,0.709,15,Mismatch,full,cig,1,4,4_15
3535,15,2,1.308,16,Mismatch,full,cig,1,4,4_16
3536,16,2,1.423,17,Mismatch,full,cig,1,4,4_17
3537,17,2,0.859,18,Mismatch,full,cig,1,4,4_18
3538,18,2,1.073,19,Mismatch,full,cig,1,4,4_19
3539,19,2,0.691,20,Mismatch,full,cig,1,4,4_20
3540,20,2,0.843,21,Mismatch,full,cig,1,4,4_21
3541,21,2,1.002,22,Mismatch,full,cig,1,4,4_22
3542,22,2,2.143,23,Mismatch,full,cig,1,4,4_23
3543,23,2,0.558,24,Mismatch,full,cig,1,4,4_24
3544,24,2,0.694,25,Mismatch,full,cig,1,4,4_25
3545,25,2,0.185,26,Mismatch,full,cig,1,4,4_26
3546,26,2,0.986,27,Mismatch,full,cig,1,4,4_27
3547,27,2,0.692,28,Mismatch,full,cig,1,4,4_28
3548,28,2,1.589,29,Mismatch,full,cig,1,4,4_29
3549,29,2,0.556,30,Mismatch,full,cig,1,4,4_30
3550,30,2,1.177,31,Mismatch,full,cig,1,4,4_31
3551,31,2,0.839,32,Mismatch,full,cig,1,4,4_32
3552,32,2,4.334,33,Mismatch,full,cig,1,4,4_33
3553,33,2,1.353,34,Mismatch,full,cig,1,4,4_34
3554,34,2,1.414,35,Mismatch,full,cig,1,4,4_35
3555,35,2,1.443,36,Mismatch,full,cig,1,4,4_36
3556,36,1, ,37,Mismatch,full,cig,0,4,4_37
3557,37,2,1.067,38,Mismatch,full,cig,1,4,4_38
3558,38,2,0.784,39,Mismatch,full,cig,1,4,4_39
3559,39,2,0.872,40,Mismatch,full,cig,1,4,4_40
3560,40,2,0.871,41,Mismatch,full,cig,1,4,4_41
3561,41,2,1.201,42,Mismatch,full,cig,1,4,4_42
3562,42,2,0.568,43,Mismatch,full,cig,1,4,4_43
3563,43,2,0.675,44,Mismatch,full,cig,1,4,4_44
3564,0,2,0.424,1,Mismatch,alive,fish,1,4,4_1
3565,1,2,0.88,2,Mismatch,alive,fish,1,4,4_2
3566,2,2,1.245,3,Mismatch,alive,fish,1,4,4_3
3567,3,2,0.992,4,Mismatch,alive,fish,1,4,4_4
3568,4,2,0.997,5,Mismatch,alive,fish,1,4,4_5
3569,5,2,0.791,6,Mismatch,alive,fish,1,4,4_6
3570,6,2,0.76,7,Mismatch,alive,fish,1,4,4_7
3571,7,2,0.877,8,Mismatch,alive,fish,1,4,4_8
3572,8,2,2.822,9,Mismatch,alive,fish,1,4,4_9
3573,9,2,0.802,10,Mismatch,alive,fish,1,4,4_10
3574,10,2,0.698,11,Mismatch,alive,fish,1,4,4_11
3575,11,2,0.896,12,Mismatch,alive,fish,1,4,4_12
3576,12,2,0.491,13,Mismatch,alive,fish,1,4,4_13
3577,13,2,1.036,14,Mismatch,alive,fish,1,4,4_14
3578,14,2,0.627,15,Mismatch,alive,fish,1,4,4_15
3579,15,2,2.118,16,Mismatch,alive,fish,1,4,4_16
3580,16,2,1.111,17,Mismatch,alive,fish,1,4,4_17
3581,17,2,0.802,18,Mismatch,alive,fish,1,4,4_18
3582,18,2,0.801,19,Mismatch,alive,fish,1,4,4_19
3583,19,2,0.584,20,Mismatch,alive,fish,1,4,4_20
3584,20,2,0.798,21,Mismatch,alive,fish,1,4,4_21
3585,21,2,0.882,22,Mismatch,alive,fish,1,4,4_22
3586,22,2,1.161,23,Mismatch,alive,fish,1,4,4_23
3587,23,2,0.697,24,Mismatch,alive,fish,1,4,4_24
3588,24,2,1.016,25,Mismatch,alive,fish,1,4,4_25
3589,25,2,1.043,26,Mismatch,alive,fish,1,4,4_26
3590,26,2,1.002,27,Mismatch,alive,fish,1,4,4_27
3591,27,2,0.906,28,Mismatch,alive,fish,1,4,4_28
3592,28,2,0.868,29,Mismatch,alive,fish,1,4,4_29
3593,29,2,1.108,30,Mismatch,alive,fish,1,4,4_30
3594,30,2,0.641,31,Mismatch,alive,fish,1,4,4_31
3595,31,2,0.847,32,Mismatch,alive,fish,1,4,4_32
3596,32,2,4.906,33,Mismatch,alive,fish,1,4,4_33
3597,33,2,2.213,34,Mismatch,alive,fish,1,4,4_34
3598,34,2,1.451,35,Mismatch,alive,fish,1,4,4_35
3599,35,2,1.591,36,Mismatch,alive,fish,1,4,4_36
3600,36,2,1.34,37,Mismatch,alive,fish,1,4,4_37
3601,37,2,0.955,38,Mismatch,alive,fish,1,4,4_38
3602,38,2,0.926,39,Mismatch,alive,fish,1,4,4_39
3603,39,2,4.409,40,Mismatch,alive,fish,1,4,4_40
3604,40,2,0.866,41,Mismatch,alive,fish,1,4,4_41
3605,41,2,0.523,42,Mismatch,alive,fish,1,4,4_42
3606,42,2,0.697,43,Mismatch,alive,fish,1,4,4_43
3607,43,2,0.667,44,Mismatch,alive,fish,1,4,4_44
3608,0,2,0.676,1,Mismatch,playing,hockey,1,4,4_1
3609,1,2,0.914,2,Mismatch,playing,hockey,1,4,4_2
3610,2,2,1.1,3,Mismatch,playing,hockey,1,4,4_3
3611,3,2,0.842,4,Mismatch,playing,hockey,1,4,4_4
3612,4,2,1.253,5,Mismatch,playing,hockey,1,4,4_5
3613,5,2,1.471,6,Mismatch,playing,hockey,1,4,4_6
3614,6,2,1.068,7,Mismatch,playing,hockey,1,4,4_7
3615,7,2,4.665,8,Mismatch,playing,hockey,1,4,4_8
3616,8,2,0.614,9,Mismatch,playing,hockey,1,4,4_9
3617,9,2,0.678,10,Mismatch,playing,hockey,1,4,4_10
3618,10,2,1.469,11,Mismatch,playing,hockey,1,4,4_11
3619,11,2,0.851,12,Mismatch,playing,hockey,1,4,4_12
3620,12,2,0.855,13,Mismatch,playing,hockey,1,4,4_13
3621,13,2,0.591,14,Mismatch,playing,hockey,1,4,4_14
3622,14,2,0.652,15,Mismatch,playing,hockey,1,4,4_15
3623,15,2,5.692,16,Mismatch,playing,hockey,1,4,4_16
3624,16,2,1.204,17,Mismatch,playing,hockey,1,4,4_17
3625,17,2,1.413,18,Mismatch,playing,hockey,1,4,4_18
3626,18,2,0.642,19,Mismatch,playing,hockey,1,4,4_19
3627,19,2,1.067,20,Mismatch,playing,hockey,1,4,4_20
3628,20,2,0.704,21,Mismatch,playing,hockey,1,4,4_21
3629,21,2,0.595,22,Mismatch,playing,hockey,1,4,4_22
3630,22,2,1.494,23,Mismatch,playing,hockey,1,4,4_23
3631,23,2,0.622,24,Mismatch,playing,hockey,1,4,4_24
3632,24,1, ,25,Mismatch,playing,hockey,0,4,4_25
3633,25,2,0.05,26,Mismatch,playing,hockey,1,4,4_26
3634,26,2,0.908,27,Mismatch,playing,hockey,1,4,4_27
3635,27,2,0.951,28,Mismatch,playing,hockey,1,4,4_28
3636,28,2,1.744,29,Mismatch,playing,hockey,1,4,4_29
3637,29,2,2.067,30,Mismatch,playing,hockey,1,4,4_30
3638,30,2,0.803,31,Mismatch,playing,hockey,1,4,4_31
3639,31,2,1.31,32,Mismatch,playing,hockey,1,4,4_32
3640,32,2,1.671,33,Mismatch,playing,hockey,1,4,4_33
3641,33,1, ,34,Mismatch,playing,hockey,0,4,4_34
3642,34,2,1.567,35,Mismatch,playing,hockey,1,4,4_35
3643,35,2,1.609,36,Mismatch,playing,hockey,1,4,4_36
3644,36,2,0.917,37,Mismatch,playing,hockey,1,4,4_37
3645,37,2,0.95,38,Mismatch,playing,hockey,1,4,4_38
3646,38,2,0.655,39,Mismatch,playing,hockey,1,4,4_39
3647,39,2,0.743,40,Mismatch,playing,hockey,1,4,4_40
3648,40,2,0.728,41,Mismatch,playing,hockey,1,4,4_41
3649,41,2,0.023,42,Mismatch,playing,hockey,1,4,4_42
3650,42,2,0.693,43,Mismatch,playing,hockey,1,4,4_43
3651,43,2,0.534,44,Mismatch,playing,hockey,1,4,4_44
3652,0,2,0.495,1,Mismatch,fly,eagle,1,4,4_1
3653,1,2,0.696,2,Mismatch,fly,eagle,1,4,4_2
3654,2,2,0.799,3,Mismatch,fly,eagle,1,4,4_3
3655,3,2,0.834,4,Mismatch,fly,eagle,1,4,4_4
3656,4,2,1.066,5,Mismatch,fly,eagle,1,4,4_5
3657,5,2,1.21,6,Mismatch,fly,eagle,1,4,4_6
3658,6,2,1.084,7,Mismatch,fly,eagle,1,4,4_7
3659,7,2,1.171,8,Mismatch,fly,eagle,1,4,4_8
3660,8,2,0.898,9,Mismatch,fly,eagle,1,4,4_9
3661,9,2,0.807,10,Mismatch,fly,eagle,1,4,4_10
3662,10,2,1.699,11,Mismatch,fly,eagle,1,4,4_11
3663,11,2,1.153,12,Mismatch,fly,eagle,1,4,4_12
3664,12,2,0.796,13,Mismatch,fly,eagle,1,4,4_13
3665,13,2,0.496,14,Mismatch,fly,eagle,1,4,4_14
3666,14,2,0.791,15,Mismatch,fly,eagle,1,4,4_15
3667,15,2,1.223,16,Mismatch,fly,eagle,1,4,4_16
3668,16,2,1.074,17,Mismatch,fly,eagle,1,4,4_17
3669,17,2,0.116,18,Mismatch,fly,eagle,1,4,4_18
3670,18,2,0.751,19,Mismatch,fly,eagle,1,4,4_19
3671,19,2,1.052,20,Mismatch,fly,eagle,1,4,4_20
3672,20,2,1.092,21,Mismatch,fly,eagle,1,4,4_21
3673,21,2,1.139,22,Mismatch,fly,eagle,1,4,4_22
3674,22,2,1.814,23,Mismatch,fly,eagle,1,4,4_23
3675,23,2,0.801,24,Mismatch,fly,eagle,1,4,4_24
3676,24,2,0.97,25,Mismatch,fly,eagle,1,4,4_25
3677,25,2,0.129,26,Mismatch,fly,eagle,1,4,4_26
3678,26,2,1.975,27,Mismatch,fly,eagle,1,4,4_27
3679,27,2,1,28,Mismatch,fly,eagle,1,4,4_28
3680,28,2,1.37,29,Mismatch,fly,eagle,1,4,4_29
3681,29,2,1.116,30,Mismatch,fly,eagle,1,4,4_30
3682,30,2,0.811,31,Mismatch,fly,eagle,1,4,4_31
3683,31,2,0.65,32,Mismatch,fly,eagle,1,4,4_32
3684,32,1, ,33,Mismatch,fly,eagle,0,4,4_33
3685,33,2,3.424,34,Mismatch,fly,eagle,1,4,4_34
3686,34,2,0.881,35,Mismatch,fly,eagle,1,4,4_35
3687,35,2,1.206,36,Mismatch,fly,eagle,1,4,4_36
3688,36,2,1.177,37,Mismatch,fly,eagle,1,4,4_37
3689,37,2,0.749,38,Mismatch,fly,eagle,1,4,4_38
3690,38,2,0.819,39,Mismatch,fly,eagle,1,4,4_39
3691,39,2,0.915,40,Mismatch,fly,eagle,1,4,4_40
